customer_id,merchant_id,loan_id,application_date,currency,transaction_fee,merchant_status,store_id,term,risk_score,disbursed_date,loanamount,paid_date,city,state,channel,is_disbursed,first_vintage_pay,full_name,age,gender,tel_number,email,merchant_name,merchant_size,store_name,fraud_score
618y70g350z81024004y42xz,726183834821532,loan_6053072,26/11/2021 10:46,MXN,0.043,7 Live,NA,4,0.8,26/11/2021,445.30,26/01/2022,Guadalajara,Jalisco,Social Media,TRUE,26/11/2021,Jaime David,21,H,3370064866,email_994@gmail.com,merchant_name_82,small,NA,0.4
618y03490ix9i2h5z9xh6x92,522186628800710,loan_3263474,26/11/2021 23:03,MXN,0.04,7 Live,NA,8,0.9,26/11/2021,5656.7699999999995,16/02/2022,Tlalnepantla de Baz,Estado de México,Social Media,TRUE,12/11/2021,Maria Nava,41,M,3314306848,email_82@gmail.com,merchant_name_2,medium,NA,0.2
61z2615904hx166573hzx11i,694956838890276,loan_9845102,27/11/2021 12:17,MXN,0.05,7 Live,2309668609550721086,8,0.6,27/11/2021,3745.70,NA,Atlixco,Puebla,Organic,TRUE,27/11/2021,Claudio Escarcega Nunez,41,H,3366989598,email_1882@gmail.com,merchant_name_258,small,store_name_150,0.5
61z3iy81xig7y845z3731zix,311062671139062,loan_3614778,28/11/2021 16:02,MXN,0.04,7 Live,2319118956912779274,6,0.8,28/11/2021,1665.2613999999999,24/02/2022,San Pedro Tlaquepaque,Jalisco,Organic,TRUE,28/11/2021,Daniela Herrera Baltazar,62,M,3356067203,email_1205@gmail.com,merchant_name_93,small,store_name_80,0.1
619338hzh3yy4x7h0222xg61,559452600411028,loan_7054452,29/11/2021 13:27,MXN,0.04,7 Live,NA,6,0.9,29/11/2021,1503.5955999999999,18/02/2022,Acolman,Estado de México,Social Media,TRUE,16/11/2021,Ashley Miller,51,M,3309851197,email_1838@gmail.com,merchant_name_90,extra-large,NA,0.1
61z56209239y2872x5z70z53,522186628800710,loan_5229908,29/11/2021 17:28,MXN,0.04,7 Live,NA,8,0.3,29/11/2021,3502.76,17/03/2022,Ecatepec de Morelos,Estado de México,Social Media,TRUE,29/11/2021,Austin Lujan,51,H,3352128983,email_146@gmail.com,merchant_name_2,medium,NA,0.9
61z5975yh954x1yx7g6y870g,763169811475744,loan_4361940,29/11/2021 21:15,MXN,0,7 Live,NA,8,0.4,29/11/2021,2751.6254999999996,NA,San Pedro Tlaquepaque,Jalisco,Social Media,TRUE,29/11/2021,Santos Moreschini Il,64,H,3335994195,email_132@gmail.com,merchant_name_4,small,NA,1
61z6yy9531792yx4g8yih31x,763169811475744,loan_7942596,30/11/2021 19:22,MXN,0,7 Live,NA,8,0.4,30/11/2021,3083.78,31/03/2022,Centro,Tabasco,Social Media,TRUE,30/11/2021,Erick Andazola Ruiz,29,H,3394010837,email_2113@gmail.com,merchant_name_4,small,NA,0.4
61z6h1gg0839yyh23x252877,721185222700064,loan_3575050,30/11/2021 22:54,MXN,0.05,7 Live,NA,8,0.6,30/11/2021,1944.5009999999997,31/03/2022,Cuauhtémoc,Ciudad de México,Social Media,TRUE,30/11/2021,Oscar Aguilar,29,H,3338872392,email_1971@gmail.com,merchant_name_74,large,NA,0.1
618x1zxh0g87zy6h4139x0g2,559452600411028,loan_4899346,30/11/2021 23:54,MXN,0.04,7 Live,NA,8,0.3,30/11/2021,1493.2514999999999,31/03/2022,Naucalpan de Juárez,Estado de México,Social Media,TRUE,30/11/2021,Andrew Santiago,31,H,3358089001,email_1568@gmail.com,merchant_name_90,extra-large,NA,0.8
6109984h96h3z39i1x8z10gi,662283604993024,loan_5179316,01/12/2021 10:53,MXN,NA,7 Live,NA,4,0.9,NA,891.45,NA,Apodaca,Nuevo León,Social Media,FALSE,17/12/2021,Adriana Garcia,47,M,3367430050,email_2756@gmail.com,merchant_name_404,medium,NA,0.7
6151429ii779y2yg02yy5z85,656723023242486,loan_7875162,03/12/2021 13:21,MXN,NA,7 Live,NA,8,0.2,NA,3649.27,NA,Cuautitlán Izcalli,Estado de México,Social Media,FALSE,16/10/2021,Nicole Marquez,28,M,3324965378,email_1768@gmail.com,merchant_name_91,extra-large,NA,0.9
5h0y43791yhh585h50g14045,681957709325476,loan_5443028,06/12/2021 03:20,MXN,0.045,7 Live,NA,6,0.8,06/12/2021,1550.01,01/03/2022,Teotihuacán,Estado de México,Social Media,TRUE,06/12/2021,Tania Dominguez,49,M,3307080471,email_1442@gmail.com,merchant_name_124,medium,NA,0.9
617hgyiz6426xg5657z4ixx7,682763787446176,loan_2064284,09/12/2021 08:17,MXN,0.045,7 Live,NA,6,0.9,09/12/2021,474.3539999999999,12/03/2022,Centro,Tabasco,Social Media,TRUE,04/11/2021,Jonathan Gray,21,H,3323782796,email_198@gmail.com,merchant_name_292,medium,NA,0.5
612h4063zxgg8066x5x60hx5,706756246513214,loan_7853024,11/12/2021 05:57,MXN,0.055,7 Live,NA,4,0.6,11/12/2021,544.58,NA,Medellín de Bravo,Veracruz,Social Media,TRUE,27/11/2021,Giovanni Harjes,34,H,3384995514,email_1409@gmail.com,merchant_name_64,large,NA,0.9
61z65y92y8y9xhhy702439yz,522186628800710,loan_2990368,15/12/2021 11:58,MXN,0.04,7 Live,NA,12,0.4,15/12/2021,2031.59,NA,Gustavo A. Madero,Ciudad de México,Social Media,TRUE,30/11/2021,Benjamin Barcelona,36,H,3354063693,email_417@gmail.com,merchant_name_2,medium,NA,0.9
61gz34xz1z8h036z672xi501,528361097273924,loan_7457858,15/12/2021 12:33,MXN,0.0649,7 Live,NA,4,0.5,15/12/2021,567.9399999999999,NA,Metepec,Estado de México,Social Media,TRUE,15/12/2021,Erika Gallegos,55,M,3302962254,email_2530@gmail.com,merchant_name_89,medium,NA,0.8
5yh39i35i0xg998712x2g60i,721185222700064,loan_8043858,15/12/2021 19:52,MXN,0.05,7 Live,NA,6,0.2,15/12/2021,2647.18,NA,Córdoba,Veracruz,Social Media,TRUE,15/12/2021,Maricarmen Castorena,64,M,3304453742,email_1253@gmail.com,merchant_name_74,large,NA,0.1
618zxg922z2izh47060zz9zx,743646861468238,loan_6894080,16/12/2021 13:15,MXN,0.055,7 Live,NA,6,0.8,16/12/2021,925.64,31/01/2022,Reynosa,Tamaulipas,Social Media,TRUE,10/11/2021,Caden Ramos Figueroa,54,H,3325147599,email_2186@gmail.com,merchant_name_301,small,NA,0.2
61gh70g8ii193i9yzy89h682,382069981323314,loan_6607454,18/12/2021 00:17,MXN,0.04,7 Live,NA,4,0.6,18/12/2021,487.64,14/02/2022,Villa de Tezontepec,Hidalgo,Social Media,TRUE,18/12/2021,Alejandra Martinez,41,M,3315912307,email_645@gmail.com,merchant_name_60,small,NA,0.7
61y3705i49131674z27h7xh0,522186628800710,loan_2908032,22/12/2021 12:37,MXN,0.04,7 Live,NA,4,0.4,22/12/2021,1386.27,NA,Iztacalco,Ciudad de México,Social Media,TRUE,22/12/2021,Alexis Torres,37,H,3348916074,email_1341@gmail.com,merchant_name_2,medium,NA,0.4
61z92795h979252h9hh167x6,397210688954500,loan_0334362,27/12/2021 17:16,MXN,NA,7 Live,NA,4,0.8,NA,1320.02,NA,Zapopan,Jalisco,Social Media,FALSE,02/12/2021,Irvin Yescas,19,H,3315549175,email_2041@gmail.com,merchant_name_42,large,NA,0.1
61yg78x68h19g1050y546070,727050076039136,loan_5383108,01/01/2022 23:27,MXN,0.055,7 Live,NA,2,0.8,01/01/2022,793.62,28/01/2022,León,Guanajuato,Social Media,TRUE,01/01/2022,Jose Ortiz Villa,22,H,3389572364,email_1238@gmail.com,merchant_name_282,small,NA,0.8
61zz5289760551676704zz7g,579162792534244,loan_0210370,05/01/2022 16:00,MXN,0.04,7 Live,NA,8,0.9,05/01/2022,2590.77,09/04/2022,Benito Juárez,Quintana Roo,Social Media,TRUE,03/12/2021,Denisse Castaneda-Hernandez,51,M,3311911221,email_2678@gmail.com,merchant_name_107,large,NA,0.3
5giyy0005534x1y0h5y635zh,522186628800710,loan_2262034,07/01/2022 14:27,MXN,0.04,7 Live,NA,12,0.2,07/01/2022,2837.5099999999998,NA,Juárez,Chihuahua,Social Media,TRUE,16/12/2021,Pedro Marquez,19,H,3355287057,email_296@gmail.com,merchant_name_2,medium,NA,1
61gy17yz27g8h691g37h2i62,779960071765062,loan_3570114,08/01/2022 23:01,MXN,0.045,7 Live,NA,8,0.9,08/01/2022,2846.27,08/05/2022,San Pablo del Monte,Tlaxcala,Social Media,TRUE,16/12/2021,Desiree Murrietta,43,M,3391089491,email_116@gmail.com,merchant_name_316,extra-large,NA,0.7
618zh7h5gh592555x7x64952,773268462386074,loan_0817982,10/01/2022 17:00,MXN,0.05,5.2 Hold by Merchant,NA,6,0.8,10/01/2022,2043.27,17/04/2022,Tuxtla Gutiérrez,Chiapas,Social Media,TRUE,09/11/2021,Cesar Molina,26,H,3362993308,email_1832@gmail.com,merchant_name_452,small,NA,0.8
61g7818651727zx0h0zg2yy2,522186628800710,loan_1313124,13/01/2022 11:14,MXN,0.04,7 Live,NA,6,0.5,13/01/2022,4561.04,31/03/2022,Mérida,Yucatán,Social Media,TRUE,13/12/2021,Brandon Martinez,25,H,3380840148,email_842@gmail.com,merchant_name_2,medium,NA,0.7
618zyyyx94gixz88h4y44050,716325710471686,loan_0414412,13/01/2022 21:46,MXN,0.035,7 Live,NA,6,0.7,13/01/2022,3649.27,NA,Tlalpan,Ciudad de México,Social Media,TRUE,09/11/2021,Analicia Chavarria,63,M,3373454950,email_2799@gmail.com,merchant_name_35,extra-large,NA,0.7
618zyyyx94gixz88h4y44050,716325710471686,loan_1191904,13/01/2022 21:56,MXN,NA,7 Live,NA,6,0.7,NA,4160.2699999999995,NA,Tlalpan,Ciudad de México,Social Media,FALSE,09/11/2021,Analicia Chavarria,63,M,3373454950,email_2799@gmail.com,merchant_name_35,extra-large,NA,0.9
61x20g681y0y30994gxi150y,792989802970744,loan_3635434,14/01/2022 17:46,MXN,0.05,8.1 Cancelled by Kueski,NA,6,0.7,14/01/2022,1593.23,17/04/2022,El Marqués,Queretaro de Arteaga,Social Media,TRUE,14/01/2022,Emilio Valdez,60,H,3381262902,email_876@gmail.com,merchant_name_627,large,NA,0.9
619h9h7g9ii0i6h4i9hg09iz,721890570415626,loan_8432550,15/01/2022 19:50,MXN,0.055,7 Live,NA,2,0.6,15/01/2022,435.81,NA,Soledad de Graciano Sánchez,San Luis Potosi,Social Media,TRUE,29/12/2021,Cesar Godinez,25,H,3374968562,email_1416@gmail.com,merchant_name_96,medium,NA,0.9
6193i9xx9h071g30h8z005x4,392821433704508,loan_4292834,20/01/2022 15:55,MXN,0.05,7 Live,NA,6,0.8,20/01/2022,1299.3999999999999,14/04/2022,General Escobedo,Nuevo León,Social Media,TRUE,16/11/2021,Amy Martinez,35,M,3321348846,email_517@gmail.com,merchant_name_33,extra-large,NA,1
61g00yz37114g59x1g1223zh,827676587991470,loan_7207960,21/01/2022 18:08,MXN,0.055,7 Live,NA,6,0.8,21/01/2022,1013.24,18/04/2022,Medellín de Bravo,Veracruz,Social Media,TRUE,07/12/2021,Jonathon Perez,25,H,3313118897,email_1526@gmail.com,merchant_name_628,large,NA,0.9
618x087x751h5y7y7xz576y9,742254352544054,loan_0645936,24/01/2022 18:46,MXN,0.04,7 Live,NA,6,0.8,24/01/2022,885.49,NA,Nicolás Romero,Estado de México,Social Media,TRUE,12/11/2021,Tommy Amezquita Alfaro,49,H,3331993634,email_2221@gmail.com,merchant_name_205,small,NA,0.6
5h35h71xg9g31z607h84g0x0,789260705999920,loan_3723418,25/01/2022 17:02,MXN,0,7 Live,NA,6,0.9,25/01/2022,4001.8307999999997,02/05/2022,Monterrey,Nuevo León,Social Media,TRUE,25/01/2022,Serriah Salazar,25,M,3344958664,email_908@gmail.com,merchant_name_23,medium,NA,0.7
6161iyzgxzyx22426i86h464,760967004957924,loan_0883834,25/01/2022 22:51,MXN,0.055,7 Live,NA,6,0.8,25/01/2022,1091.35,10/04/2022,Temascalcingo,Estado de México,Social Media,TRUE,24/10/2021,Noemi Cardenas-Puentes,32,M,3303957455,email_2369@gmail.com,merchant_name_629,large,NA,1
61i5ig085g5g318iyii8985i,763169811475744,loan_4377460,29/01/2022 20:42,MXN,0.05,7 Live,NA,2,0.8,29/01/2022,5583.88,29/01/2022,Tlalpan,Ciudad de México,Social Media,TRUE,29/01/2022,Joshua Alvizo,57,H,3301429365,email_2427@gmail.com,merchant_name_4,small,NA,0.4
618059ggx5gxh7z31z63zy71,522186628800710,loan_9544386,30/01/2022 15:56,MXN,0.04,7 Live,NA,6,0.5,30/01/2022,6204.38,02/05/2022,Coatzacoalcos,Veracruz,Social Media,TRUE,01/11/2021,Alvaro Hurtado,22,H,3302191754,email_321@gmail.com,merchant_name_2,medium,NA,1
6191893z5yy0z9i274ggg2g4,763169811475744,loan_1349980,30/01/2022 16:06,MXN,0.05,7 Live,NA,6,0.9,30/01/2022,6641.54,01/05/2022,Venustiano Carranza,Ciudad de México,Social Media,TRUE,14/11/2021,Marcos Rivas,33,H,3348935783,email_1506@gmail.com,merchant_name_4,small,NA,0.1
61i771gyy5353z62y1x530g0,620222386283932,loan_8635822,30/01/2022 23:21,MXN,0.04,7 Live,NA,2,0.7,30/01/2022,951.9929999999999,24/02/2022,Gustavo A. Madero,Ciudad de México,Social Media,TRUE,30/01/2022,Audrey Gallegos,56,M,3366939629,email_2984@gmail.com,merchant_name_28,large,NA,0.4
61izyzih145ii133h589434i,620222386283932,loan_8312264,02/02/2022 12:18,MXN,0.04,7 Live,NA,2,0.6,02/02/2022,845.92,28/02/2022,Ocotlán,Jalisco,Social Media,TRUE,02/02/2022,Christian Pacheco,47,H,3324069080,email_2129@gmail.com,merchant_name_28,large,NA,0.9
619g4598gyhhi3h6i8685105,522186628800710,loan_5490012,03/02/2022 16:45,MXN,0.04,7 Live,NA,4,0.6,03/02/2022,671.60,31/03/2022,Monterrey,Nuevo León,Social Media,TRUE,22/11/2021,Jorge Ceniceros,54,H,3380038383,email_871@gmail.com,merchant_name_2,medium,NA,0.3
6154z1z7y1i866x442yy3y4y,789219123669658,loan_0251644,06/02/2022 10:41,MXN,NA,7 Live,NA,8,0.4,NA,1003.02,NA,Kanasín,Yucatán,Social Media,FALSE,06/02/2022,Cody Harris,28,H,3357336911,email_1337@gmail.com,merchant_name_255,extra-large,NA,0.5
6195yg53x1iyh0171y1xi6y9,726183834821532,loan_3535436,08/02/2022 18:30,MXN,0.043,7 Live,NA,6,0.9,08/02/2022,1557.8783999999998,16/05/2022,Toluca,Estado de México,Social Media,TRUE,17/11/2021,Felipe Ortiz,58,H,3399348740,email_2463@gmail.com,merchant_name_82,small,NA,0.7
5g0i86z14258h1771z72iz9i,689853276889598,loan_2548712,09/02/2022 18:35,MXN,0.055,7 Live,NA,4,0.4,09/02/2022,357.70,NA,Puebla,Puebla,Social Media,TRUE,09/02/2022,Keven Baltierra,58,H,3303267136,email_2742@gmail.com,merchant_name_630,medium,NA,0.7
618ghg4y7i3624419z8z3250,732041885001280,loan_5904632,11/02/2022 00:43,MXN,0.055,7 Live,NA,6,0.9,11/02/2022,898.4839999999999,13/05/2022,Mexicali,Baja California,Social Media,TRUE,10/11/2021,Jose Aragon,23,H,3361803740,email_1042@gmail.com,merchant_name_631,extra-large,NA,0.1
62060y32yx0xg23g526zh0i4,522186628800710,loan_8203400,11/02/2022 01:26,MXN,0.04,7 Live,NA,6,0,11/02/2022,9706.08,16/05/2022,Nezahualcóyotl,Estado de México,Social Media,TRUE,11/02/2022,Patresia Rivera-Borrego,35,M,3352120377,email_2737@gmail.com,merchant_name_2,medium,NA,0.4
618y45i963570754g7y0168h,467383231979520,loan_0300906,11/02/2022 18:01,MXN,0.0649,7 Live,NA,6,0.9,11/02/2022,1593.7359999999999,06/05/2022,Monterrey,Nuevo León,Social Media,TRUE,10/11/2021,Adam Lopez,19,H,3352147510,email_527@gmail.com,merchant_name_632,large,NA,0.2
61z536x4hi186y66gzz7679x,522186628800710,loan_0092712,12/02/2022 14:46,MXN,0.04,7 Live,NA,4,0.9,12/02/2022,5689.911999999999,16/04/2022,San Juan del Río,Queretaro de Arteaga,Social Media,TRUE,29/11/2021,Selena Aragon,53,M,3312553187,email_2384@gmail.com,merchant_name_2,medium,NA,0.7
6208y05h51xy1g8x112i164h,703110028993240,loan_6561554,13/02/2022 02:25,MXN,0.055,7 Live,NA,4,0.6,14/02/2022,510.27,NA,Miguel Hidalgo,Ciudad de México,Social Media,TRUE,14/02/2022,Alebri Archuleta,50,M,3323984225,email_2079@gmail.com,merchant_name_13,medium,NA,0.8
61h1h5h7gz4hg32xy5yhxg85,811692883981416,loan_0219970,14/02/2022 12:14,MXN,0.05,7 Live,NA,8,0.4,14/02/2022,2167.22,16/06/2022,Guadalajara,Jalisco,Social Media,TRUE,14/02/2022,Kevin Gallegos,54,H,3358729866,email_205@gmail.com,merchant_name_261,medium,NA,0.7
618g6283yhxgi9xg32136i92,522186628800710,loan_3583166,14/02/2022 13:45,MXN,0.04,7 Live,NA,4,0.9,14/02/2022,3335.22,13/04/2022,Gustavo A. Madero,Ciudad de México,Social Media,TRUE,16/11/2021,Shayleen Gallegos-Garcia,25,M,3343448991,email_2975@gmail.com,merchant_name_2,medium,NA,0.1
61g13g55698x0y68y975hg00,702359433126008,loan_2078888,18/02/2022 18:40,MXN,0.055,7 Live,NA,6,0.5,18/02/2022,4014.27,05/05/2022,Culiacán,Sinaloa,Social Media,TRUE,08/12/2021,Daniel Varela,57,H,3305723411,email_170@gmail.com,merchant_name_302,small,NA,0.9
618yz29918531hh4425g1752,311062671139062,loan_3837318,20/02/2022 13:33,MXN,0.04,7 Live,2319118956912779274,6,0.9,20/02/2022,1370.94,29/04/2022,Guadalajara,Jalisco,Organic,TRUE,11/11/2021,Humberto Roybal,44,H,3392649863,email_2166@gmail.com,merchant_name_93,small,store_name_80,1
6213h943044h58h2z079648h,850070555862082,loan_0775442,21/02/2022 12:26,MXN,0.05,7 Live,NA,3,0.8,21/02/2022,763.43,18/04/2022,Mérida,Yucatán,Social Media,TRUE,21/02/2022,Samantha Leon,55,M,3328704843,email_2780@gmail.com,merchant_name_110,medium,NA,0.2
5zx5x6ih0y9373y1xig8423g,772514796288210,loan_0405818,23/02/2022 09:00,MXN,0.055,7 Live,NA,8,0.2,23/02/2022,4051.50,NA,San Luis Potosí,San Luis Potosi,Social Media,TRUE,04/01/2022,Ociana Montoya,37,M,3333027493,email_889@gmail.com,merchant_name_395,medium,NA,0.2
6209328yi8g43zx697y51g40,604348740805810,loan_8332850,02/03/2022 18:53,MXN,0.05,7 Live,NA,6,0.7,02/03/2022,1651.6979999999999,29/05/2022,Silao de la Victoria,Guanajuato,Social Media,TRUE,22/02/2022,Lauro Maes,29,H,3383669729,email_2240@gmail.com,merchant_name_298,medium,NA,0.9
619i149239871g7x847g6h84,522186628800710,loan_7111590,05/03/2022 22:24,MXN,0.04,7 Live,NA,6,0.9,05/03/2022,1543.95,09/05/2022,Zapopan,Jalisco,Social Media,TRUE,24/11/2021,Carla Rodriguez De Leon,20,M,3344791384,email_2170@gmail.com,merchant_name_2,medium,NA,0.2
622z639h788h4gy6h9y01729,421046608207872,loan_8565920,10/03/2022 14:46,MXN,0.05,7 Live,NA,4,0.9,10/03/2022,1131.50,01/05/2022,Santiago,Nuevo León,Social Media,TRUE,10/03/2022,Emily Jimenez,65,M,3347224207,email_783@gmail.com,merchant_name_244,large,NA,1
622xzyyg0447y6x334gy2hz9,757411946443882,loan_1093102,13/03/2022 20:47,MXN,0.055,7 Live,NA,2,0.6,13/03/2022,854.10,19/04/2022,Axapusco,Estado de México,Social Media,TRUE,13/03/2022,Dana Espinoza,40,M,3339684707,email_290@gmail.com,merchant_name_31,large,NA,0.2
61x5igi9y8632g838g21xz63,806675070330072,loan_5804608,15/03/2022 18:18,MXN,0.055,7 Live,NA,6,0.7,15/03/2022,1562.20,NA,Ensenada,Baja California,Social Media,TRUE,17/01/2022,Kimberlee Sandoval,38,M,3318129001,email_2644@gmail.com,merchant_name_398,extra-large,NA,0.6
616ygi3813i239h8y1hx3274,382069981323314,loan_5589754,16/03/2022 02:21,MXN,0.04,7 Live,NA,6,0.7,16/03/2022,1414.16,14/06/2022,Asunción Nochixtlán,Oaxaca,Social Media,TRUE,19/10/2021,Mariah Valadez,41,M,3350415282,email_710@gmail.com,merchant_name_60,small,NA,0.8
6233xyz1hihxz73z6z669x20,789260705999920,loan_1407564,17/03/2022 20:21,MXN,0.04,7 Live,NA,8,0.4,17/03/2022,4858.83,NA,Mexicali,Baja California,Social Media,TRUE,17/03/2022,Erika Burgueno,41,M,3374717788,email_921@gmail.com,merchant_name_23,medium,NA,0.6
612h158g5g2389yx18143544,522186628800710,loan_5489816,21/03/2022 12:45,MXN,0.04,7 Live,NA,8,0.8,21/03/2022,4729.67,NA,La Magdalena Contreras,Ciudad de México,Social Media,TRUE,21/03/2022,Christopher Alonzo,55,H,3322426255,email_2602@gmail.com,merchant_name_2,medium,NA,0.8
614x49xx858x66hg2y8zxxi2,482323602874368,loan_9655436,21/03/2022 22:39,MXN,0.0549,7 Live,NA,6,0.9,21/03/2022,1624.25,19/07/2022,Toluca,Estado de México,Social Media,TRUE,14/11/2021,Ismael Martinez,56,H,3328690727,email_2521@gmail.com,merchant_name_66,large,NA,0.3
623gy8g60xx44603ihi6z04g,522186628800710,loan_4718354,23/03/2022 19:41,MXN,0.04,7 Live,NA,4,0.6,23/03/2022,945.35,16/05/2022,Guadalupe,Nuevo León,Social Media,TRUE,23/03/2022,Audrianna Gracia-Meza,35,M,3317702202,email_2312@gmail.com,merchant_name_2,medium,NA,0.5
61x3311g618i09ihix8g7yh0,522186628800710,loan_3644222,25/03/2022 23:58,MXN,0.04,7 Live,NA,8,0.3,26/03/2022,2408.27,25/07/2022,San Luis Potosí,San Luis Potosi,Social Media,TRUE,26/03/2022,Senarah Romero,34,M,3342309630,email_2037@gmail.com,merchant_name_2,medium,NA,0.5
62423ix5475z8zhi24x53y2h,721185222700064,loan_6764960,28/03/2022 17:20,MXN,0.05,7 Live,2345269407725412546,2,0.6,28/03/2022,1240.27,02/05/2022,Puebla,Puebla,Organic,TRUE,28/03/2022,Vanessa Vega,51,M,3345021148,email_2642@gmail.com,merchant_name_74,large,store_name_168,0.4
615i6gy1456xx668y15x17yy,710903255540324,loan_4195948,29/03/2022 08:05,MXN,0.055,7 Live,NA,8,0.8,29/03/2022,783.29,31/07/2022,León,Guanajuato,Social Media,TRUE,08/10/2021,Leslie Salazar,27,M,3369537769,email_156@gmail.com,merchant_name_177,medium,NA,0.1
6243g13g28xg63412g4hhh78,721185222700064,loan_7310986,29/03/2022 19:48,MXN,0.05,7 Live,2345269403505942710,6,0.4,29/03/2022,1313.27,30/06/2022,Puebla,Puebla,Organic,TRUE,29/03/2022,Nicholas Lobato,42,H,3310414230,email_219@gmail.com,merchant_name_74,large,store_name_169,0.9
61ix09iyyg0243hg0175z4h7,824672535198070,loan_0052838,01/04/2022 10:41,MXN,0.055,7 Live,NA,4,0.9,01/04/2022,656.27,03/05/2022,Tantoyuca,Veracruz,Social Media,TRUE,04/02/2022,Arturo Palomarez,25,H,3359402335,email_1079@gmail.com,merchant_name_633,extra-large,NA,0.7
6192g997z594166x9568430h,666060668018770,loan_9066290,04/04/2022 20:58,MXN,NA,7 Live,NA,4,0.9,NA,396.39,NA,Zapopan,Jalisco,Social Media,FALSE,29/11/2021,Daniel Cackovic,21,H,3327929552,email_614@gmail.com,merchant_name_496,small,NA,0.8
6154y56hzz4163yxh50184hx,726183834821532,loan_6986658,06/04/2022 00:41,MXN,0.043,7 Live,NA,6,0.8,06/04/2022,1994.03,04/07/2022,Valladolid,Yucatán,Social Media,TRUE,21/10/2021,Daisy Soto Jr,50,M,3340087490,email_1984@gmail.com,merchant_name_82,small,NA,0.6
6198194ihi3i7x91xg16i486,847883930975390,loan_6677242,07/04/2022 21:05,MXN,0.055,7 Live,NA,6,0.8,07/04/2022,6489.70,23/05/2022,Rioverde,San Luis Potosi,Social Media,TRUE,19/11/2021,Yarely Gonzalez,19,M,3318595296,email_792@gmail.com,merchant_name_235,medium,NA,0.2
6254z534134x039g36yi8y7x,748011781366890,loan_0440836,11/04/2022 17:01,MXN,0.03,7 Live,2334554610402001258,6,0.2,11/04/2022,3868.27,NA,San Marcos,Guerrero,Organic,TRUE,11/04/2022,Reyna Aragon,22,M,3305752469,email_1347@gmail.com,merchant_name_15,medium,store_name_170,0.1
62549g7g812h898415g0i12h,748011781366890,loan_7651096,11/04/2022 17:07,MXN,0.03,7 Live,2321507878079365254,6,0.1,11/04/2022,2189.27,NA,Iztacalco,Ciudad de México,Organic,TRUE,11/04/2022,Jaime Marble,30,H,3354426252,email_1398@gmail.com,merchant_name_15,medium,store_name_104,0.6
619x5xz5hyyg27z59yhxy67y,717496734982638,loan_0603952,13/04/2022 11:08,MXN,0.04,7 Live,NA,6,0.8,13/04/2022,941.6999999999999,14/06/2022,Apodaca,Nuevo León,Social Media,TRUE,24/11/2021,Sophia Chalek,57,M,3316240816,email_2672@gmail.com,merchant_name_29,extra-large,NA,0.4
6259gh2hxygzyx8ihhyi6hi9,705065522569400,loan_6238222,15/04/2022 13:45,MXN,0.03,7 Live,2321507874329657350,6,0.2,15/04/2022,7956.2699999999995,15/07/2022,Ixtapaluca,Estado de México,Organic,TRUE,15/04/2022,Esmeralda Lee,25,M,3388315876,email_45@gmail.com,merchant_name_16,large,store_name_22,0.8
625g1x5x7x4i5z13060291y0,848544735180708,loan_3927406,16/04/2022 14:51,MXN,0.055,7 Live,NA,6,0.2,16/04/2022,4817.2699999999995,NA,Campeche,Campeche,Social Media,TRUE,16/04/2022,Carlee Mayo,30,M,3349176269,email_2348@gmail.com,merchant_name_356,small,NA,0.4
622zgyhzxi4g6h46zx43819y,747831266910950,loan_7237888,20/04/2022 20:39,MXN,0.055,7 Live,NA,4,0.9,20/04/2022,1350.50,NA,Zapopan,Jalisco,Social Media,TRUE,10/03/2022,Mikayla Quitter,59,M,3301217382,email_1989@gmail.com,merchant_name_634,medium,NA,0.5
590yzxy9ihxy3841xx54647y,832696037420564,loan_7382276,22/04/2022 10:51,MXN,0.045,7 Live,NA,4,0.8,22/04/2022,433.83899999999994,15/06/2022,Tlalpan,Ciudad de México,Social Media,TRUE,22/04/2022,Jonathan Casas Martinez,49,H,3330743651,email_2886@gmail.com,merchant_name_470,extra-large,NA,0.2
6262x32zz91hy8956x07i971,705065522569400,loan_0433052,22/04/2022 12:17,MXN,0.03,7 Live,2334554567620100350,6,0.2,22/04/2022,3137.54,NA,Tlaltetela,Veracruz,Organic,TRUE,22/04/2022,Sierra Chavira-Gutierrez,58,M,3368702864,email_1319@gmail.com,merchant_name_16,large,store_name_171,0.8
626360g8z0hy1i14618zxgyy,789193286756812,loan_6105260,22/04/2022 21:13,MXN,0.055,7 Live,NA,6,0.9,22/04/2022,738.40,25/07/2022,Guadalajara,Jalisco,Social Media,TRUE,22/04/2022,Vanessa Johnson,39,M,3369530297,email_655@gmail.com,merchant_name_635,small,NA,0.6
62645971h649g8z1xxy64i0x,721185222700064,loan_9773788,23/04/2022 15:15,MXN,0.05,7 Live,2345269396769890468,6,0.5,23/04/2022,2005.31,18/07/2022,Puebla,Puebla,Organic,TRUE,23/04/2022,George Gutierrez,23,H,3352153642,email_2915@gmail.com,merchant_name_74,large,store_name_23,0.1
62661gi21148x5y769zi909g,505218538414430,loan_0862810,25/04/2022 01:18,MXN,0.045,7 Live,NA,6,0.4,25/04/2022,954.62,NA,Centro,Tabasco,Social Media,TRUE,25/04/2022,Derek Caloca,41,H,3360664777,email_956@gmail.com,merchant_name_103,extra-large,NA,0.2
